"Contract No","Title","DAC Code","Contractor","Contractor Nationality","Country or Region","Action location","Amount in Euro","Type of contract","Duration","Duration Unit","Year"
132830,"BSR transnational and cross-border priorites (priority ''North'' - Estonia/Latvia/Russia)",,"INVESTITIONSBANK SCHLESWIG-HOLSTEIN","Germany","Tacis Region","St. Petersburg, Pskov regions
Target groups: regional, local authorities, universities, non-profit making organisations",270000,"Services",21,"M",2007
141997,"Fictitious contract for the reclaim of the contractor for  the contract :2005/108-680",99810,"ECOTEC RESEARCH & CONSULTING LTD","United Kingdom","Turkey",,900,"Services",3,"M",2007
140249,"Asistencia Técnica Internacional para el proyecto 2005/016-868
''Modernización de la Administración Pública en Paraguay''",15140,"EUROINVEST SA","Argentina","Uruguay","República del Paraguay",1222400,"Services",31,"M",2007
146013,"ELE - EUEOM Kenya for General Election December 2007 - Chief Observer Contract",15161,"VON DER WENGE GRAF LAMBSDORFF","Belgium","Kenya","Kenya",8988.37,"Services",12,"M",2007
144748,"Identification mission Peace & Stability Building (Priority II of 2007-2013 CSP)",,"IBF INTERNATIONAL CONSULTING SA","Belgium","Nepal","Nepal",119858,"Services",120,"D",2007
145092,"Delivery of Tractors & related equipments and biological materials for the Perennial Horticulture Development Program (PHDP)",31120,"SHEEN ZAR AGRICULTURE TRADING COMPANY LTD","Afghanistan","Afghanistan","Delivery of items to the following locations:
- Herat, Mazar, Kunduz, Kabul, Jalalabad and Kandahar PHD Centres.",160305,"Supplies",5,"M",2007
145952,"Review of the web-based methodology",91010,"TAVISTOCK INSTITUTE OF HUMAN RELATIONS LBG","United Kingdom","All Countries","United Kingdom",36095,"Services",120,"D",2007
143355,"Misión de evaluación medio término del Proyecto ''Cooperación UE-CAN en materia de Estadísticas - ANDESTAD''",16062,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Andean Community","Comunidad Andina: Peru, Ecuador, Boliva, Colombia",66824.86,"Services",35,"D",2007
135953,"Support to the Fifth Environmental Regional Conference - Environment 2007",,"APRI SPA","Italy","Egypt","Cairo - Egypt",70000,"Services",42,"D",2007
146194,"EU-Uzbekistan Civil Society Dialogue on Human Rights Seminar ",,"APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL","France","Central Asia Region","TASHKENT (being the capital of  Uzbekistan)",141222,"Services",15,"D",2007
126845,"A1.01/06 On-Site assistance to Medzamor NPP",23064,"VT NUCLEAR SERVICES LIMITED","United Kingdom","Ukraine","Target group: Armenian population
Location: Metsamor NPP, Armavir region, Republic of Armenia
",4102021.57,"Services",36,"M",2007
141739,"Lot 6- Supply of IT and training equipment for GAEED",11330,"Q&T CONSULTING SRL","Italy","Syria","GAEED premises, Damascus, Syria",364016.39,"Supplies",4,"M",2007
141153,"Ion Chromatography Testing Expert",,"TRANSTEC SA","Belgium","Jordan","Aqaba",17255.3,"Services",21,"D",2007
145732,"Construction of Irrigation Works at Al Khalifa Area, Hodeida",,"UNITED FOR ENGINEERING PROJECTS & OILFIELDS SERVICES LIMITED LIABILITYCOMPANY","Yemen","Yemen","Yemen, Hodeida, Wadi Siham",935042.39,"Works",18,"M",2007
143444,"Finalization of the Programme Identification Fiche for Health SPSP - Vietnam",12110,"AIDE A LA DECISION ECONOMIQUE SA","Belgium","Vietnam","Hanoi, Vietnam",38816.29,"Services",280,"D",2007
141808,"Design, printing and delivery of 9 publications ",,"OOO SCIENTIFIC AND TECHNICAL INFORMATION AGENCY AIDIT","Russia ","Tacis Region","Moscow, Russia. Target groups: general public, students, governmental organisations, media, contacts of P&I. Most of the publications are used during Europe Days, Educational fairs, conferences. ",105000,"Services",18,"M",2007
141788,"Audit for the Regional Development Implementing Bodies project (Moldova)",43040,"MOORE STEPHENS LLP","United Kingdom","Moldova","Audit of a 1.9 MEUR service contract, both in Moldova - Chisinau (project implementation) and in Northern Ireland - Moira - (contractor's head office).
The overall objective of the audited 1.9 MEUR project (which lasted 2 years from 03 Oct. 2005) was to support the balanced and sustainable socio-economic development of the various regions of Moldova, the specific objective being to assist, both at national and regional levels, the relevant authorities of Moldova in enhancing and implementing the regional Policy and its associated instruments.
The project partner  of the audited conract was the Ministry of economy, the recipients were the Regional Development Implementing bodies at national and regional levels. The beneficiaries were (i) at national level, the Ministry of Economy and then the newly created Ministry of Local Public administration; (ii) at regional and local level, support organisations, educational establishments, NGOs, representative groups, the business sector and in fine, the whole population of Moldova.",17555,"Services",365,"D",2007
145562,"REVIEW OF THE COMMUNICATION FROM THE COMMISSION lot 5",11000,"AGRICONSULTING EUROPE SA","Belgium","Asia","na",49780,"Services",60,"D",2007
143888,"Small and Medium Enterprises Development Programme - Provision of Technical Assistance",32130,"WYG INTERNATIONAL LIMITED","United Kingdom","Laos","Vientiane, Laos",2363375,"Services",36,"M",2007
130351,"English training for State Administration of Ukraine for Aviation Safety Oversight Ukraine",21050,"THE BRITISH COUNCIL","United Kingdom","Ukraine","English training targeted at employees of the Ministry of Transport (SAA), based in Kyiv, Ukraine.",4999,"Services",7,"M",2007
132644,"Assistance to beneficiary institutions and organisations responsible or involved in the implementation of Tacis supported activities in the field of nuclear waste management and decommissioning",23064,"COWI BELGIUM SPRL","Belgium","Tacis Region","Target group: Rosatom (Russia) & Ministry of Emergency (Ukraine)
Location: Russia and Ukraine",198934,"Services",23,"M",2007
144515,"Agricultural Extension Services for ECOSORN in Battambang Province",31166,"PREAHREACHEANACHAKR KAMPUCHEA-","Cambodia ","Cambodia ","The target group is located in 14 target districts in Siem Reap, Battambang, and Banteay Meanchey Provinces in the Kingdom of Cambodia and has been identified as follows:
- 40 of 96 communes = 68,000 households
- 55,000 agricultural households = 280,000 people
- Including 140,000 people with a four-month food deficit per year
- Including 90,000 people with insufficient income to purchase minimum food
- Including 67,000 women aged 18-64
- Including 25,000 youth aged 15-17
- Including Mine/UXO victims in the target villages",209796,"Services",35,"M",2007
145980,"Supply of portal and Mail server Software for the Ministry of Justice of Georgia",15130,"ALTA SOFTWARE LTD","Georgia","Georgia","Target Group: Staff of the Ministry of Justice of Georgia, Tbilisi Head Office",22951.45,"Supplies",14,"M",2007
122856,"Harmonisation of Gas and Oil Technical Standards and Practices in Eastern Europe and Caucasus",23010,"FICHTNER GMBH & CO KG","Germany","Tacis Region","Activities in all partner countries, namely Armenia, Azerbaijan, Belarus, Georgia, Moldova and Ukraine. Target groups are key stakeholders in the oil and gas industry, including for example national authorities and private companies. Project office in Kiev and satellite office in Tbilisi. ",2930500,"Services",24,"M",2007
139286,"ASEM Trust Fund closing event",,"BCD TRAVEL BELGIUM NV","Belgium","Asia","Muju, Korea",49853,"Services",1,"D",2007
137858,"Final Evaluation of EU-SL Small Project Facility",,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Sri Lanka",,42828.85,"Services",56,"D",2007
138377,"Financial Audit of CECOFORMA",,"MAZARS ET GUERARD SA","France","Mediterranean Region","Brussels",20350,"Services",360,"D",2007
121155,"Approximation of EU and RF legislative and methodological basis in sanitary and phytosanitary area",88280,"BRITISH STANDARDS INSTITUTION","United Kingdom","Russia ","Two bases of operation: Moscow and Vladimir. Under component 3 laboratories are located in Moscow, Vladimir, Bryansk, Novosibirsk, St. Petersburg, Stavropol",3016000,"Services",30,"M",2007
139507,"Institutional Capacity Building of the Ministry of the Political Development",15162,"SUDGEST - SERVIZI E FORMAZIONE PERLO SVILUPPO - SCARL","Italy","Jordan","Location : Amman - Ministry of the Political Development",84994,"Services",115,"D",2007
142980,"Semaines du Film Européen 2007",,"A3 COMMUNICATION SARL","Morocco","Mediterranean Region","Maroc : Tanger, Rabat, Casablanca, Safi, Marrakech",84830,"Services",9,"M",2007
140977,"Study on ethnic federalism/ regional development management in the Russian Federation ",,"GRUPPO SOGES SPA","Italy","Russia ","Moscow",99808,"Services",150,"D",2007
145430,"Auditoria Anual Gestiones 2007 y 2008 (Cierre) (PROCOIN)",24010,"DELTA CONSULT LTDA","Bolivia","Bolivia","External annual audit to PROCOIN, headquartered in La Paz - Bolivia",11074,"Services",12,"M",2007
146313,"Mise à jour du Thesaurus et élaboration de brochures sur le Twinning et TAIEX",,"ATOS ORIGIN BELGIUM SA","Belgium","Tacis Region","Brussels, Belgium",89570,"Services",122,"D",2007
146767,"Support to JCSS in the Kyrgyz Republic",99820,"ATOS ORIGIN BELGIUM SA","Belgium","Kyrgyzstan","Bishkek, Kyrgyzstan",139906,"Services",120,"D",2007
143251,"Capacity Building ofr Municipalities in performing Consumer Protection and Market Survillance",,"INTERNATIONAL DEVELOPMENT IRELAND LTD","Ireland","Lebanon","Lebanon, Beirut, Tripoli (North), Saida (South), Zahle (the Bekaa), Mount Lebanon",24000,"Services",4,"M",2007
147099,"Servicio para la ejecución del Foro Internacional PREDERES",73010,"NOLCK RED AMERICA CA","Venezuela","Venezuela","Caracas -Distrito Capital - Venezuela",137812.23,"Services",3,"M",2007
116951,"Renewable energy policy and the rehabilitation of small scale hydropower plants",23065,"ICF CONSULTING LTD","United Kingdom","Russia ","Russia: Moscow, Krasnodar, Nizhniy Novgorod, Astrakhan",1957700,"Services",24,"M",2007
140079,"Develop and implement the database of contacts of the delegation",,"HUSSEIN","Egypt","Mediterranean Region","Cairo - EGYPT",2500,"Services",300,"D",2007
140371,"Support to the National Space Agency of Ukraine for the Preparation of the Twinning project ''Boosting Ukrainian Space Co-operation with the European Union""",,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Ukraine","TACIS Countries - Ukraine, Kiev 
Target Groups:
The National Space Agency of Ukraine",21776.77,"Services",40,"D",2007
141207,"Audit of the project: Recuperación ambiental y desarrollo socio productivo en areas campesinas e indigenas de la IX region de la Araucania - Chile",,"ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","Chile","Chile",34546.5,"Services",365,"D",2007
137358,"PSU of the construction of a SIP at the SWTP in St. Petersburg, RF (SIP PSU III)",,"RAMBOLL DANMARK AS","Denmark","Russia ","St Petersburg, Russia",344979,"Services",8,"M",2007
143819,"Support to the joint World Bank ¿ European Commission Initiative on the Development of Human Capital for Economic Growth, Competitiveness and Innovation in Ukraine ",11110,"ECORYS NEDERLAND BV","Netherlands (The)","Ukraine","Ministry of Education and Science, Ministry of Labour andSocial Policy,Ministry of Economy, Ministry of Finance, social paartner organisations will benefit from the recommendations of the Policy Note to be prepared under the Contract ",199959,"Services",425,"D",2007
144031,"Perceptions of the EU¿s role in South East Asia",11000,"GRUPPO SOGES SPA","Italy","Asia","Singapore",161654,"Services",60,"D",2007
143446,"2007 Euro Mediterranean Workshop on Health",12261,"IBF INTERNATIONAL CONSULTING SA","Belgium","Mediterranean Region","Location : Brussels.
Target Group : representatives from the health sector coming from South Mediterranenan countries.",99992,"Services",15,"D",2007
139186,"Mission Exploratoire Elections Guatemala  2007",15161,"ITALTREND SPA","Italy","Guatemala","civil society all over Guatemala",51491.27,"Services",25,"D",2007
144524,"Assessment of PRECAN",16063,"IBF INTERNATIONAL CONSULTING SA","Belgium","All Countries","Ecuador, Peru, Bolivia, Brazil, Colombia, Panama, Trinidad & Tobago, Venezuela",60000,"Services",90,"D",2007
144001,"Provision of external expertise to design a regional environment programme for Central Asia (Identification and formulation phases)",41010,"EPRD- BIURO POLITYKI GOSPODARCZEJ IROZWOJU REGIONALNEGO SP(ZOO)","Poland","Asia","Regional Central Asia",155840.52,"Services",160,"D",2007
135580,"Asistencia técnica para el proyecto ''Fortalecimiento del sistema de protección de los Derechos Humanos'' - Argentina",15162,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Argentina","Del proyecto: Argentina (todo el territorio nacional y creación de observatorios en las provincias de Mendoza, Misiones, Río Negro, Santa Fe, Buenos Aires, San Luis y Tucumán). 
De la AT: Capital Federal (sede de la unidad de gestión del proyecto). ",191460,"Services",38,"M",2007
138885,"Mission d'audit financier, des systèmes et technique du Projet Rocade méditerranéenne",,"AUDITING MANAGEMENT CONSULTANCY SERVICES","Morocco","Morocco","Localisation: la même que le projet, à savoir les zones traversées par la Rocade méditerranéenne. Le tronçon de route objet du financement communautaire relie les villes d'Ajdir et El Jebha, traversant les provinces de Al Hoceima et de Chefchaouen.

Groupe cible: au sens large, les populations habitant les zones du projet décrites au point précedent. Les bénéficiaires directs du contrat d'audit spécifique sont plutot l'Administration marocaine et la Délégation de la CE.",58000,"Services",3,"M",2007
138452,"Programme de formation : Gestion et Suivi de l'exécution des projets d'infrastructures du Programme d'appui au développement socio-économique local dans le nord-est de l'Algérie",,"SOCIETE ANONYME FRANCAISE D'ETUDESET DE GESTION SA","France","Algeria","Les activités ont lieu dans la région nord-est de l'Algérie.

Le bénéficiare est le Ministère de la Solidarite nationale à travers l'Agence de développement social (ADS).
Le beneficiare direct du programme est la population locale.
",124640,"Services",180,"D",2007
133310,"Preparation of Terms of Reference for Education Budget Support Project",11110,"AGRICONSULTING EUROPE SA","Belgium","Kyrgyzstan","Bishkek, Kyrgyz Republic",59060,"Services",60,"D",2007
140911,"Preparation of the ToR for agricultural sector-wide programme",31164,"ATOS ORIGIN BELGIUM SA","Belgium","Ukraine","Kyiv, Ukraine",40000,"Services",60,"D",2007
141186,"Dummy contract to enable final payment under contract 96-0564",25010,"THE BRETTONWOOD PARTNERSHIPLIMITED","United Kingdom","Tajikistan","Tajikistan",7158,"Services",6,"M",2007
145538,"Fournitures d'équipements audio-visuel et vidéo pour laboratoire d'apprentissage des langues -LOT 1",15130,"DLI SRL","Italy","Tunisia","Tunis",70690,"Supplies",3,"M",2007
143711,"Organisation of Joint Veterinary Seminar of OIE and EC in the Republic of Kazakhstan and the Kyrgyz Republic",31195,"APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL","France","Tacis Region","Almaty, Republic of Kazakhstan and Bishkek, Kyrgyz Republic",118898,"Services",40,"D",2007
139855,"Public Expenditure and Financial Accountability Assessment in Georgia",15120,"AGRICONSULTING EUROPE SA","Belgium","Georgia","EC Delegation/Ministry of Finance
Tbilisi Georgia ",73366.72,"Services",260,"D",2007
139648,"STUDY OF EU TRADE & INVESTMENT OPPORTUNITIES AND CHALLENGES IN INDONESIA",33120,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Indonesia","Location in Jakarta, Indonesia
Research also conducted in the EU with interviews to EU based companies interested in investing in Indonesia
Target groups: EU chambers of commerce and EU companies established in Indonesia, mainly Jakarta",279820,"Services",225,"D",2007
139384,"Supply of IT Equipment for the Project ¿ Reform of the Ministry of Justice of Georgia¿",15130,"ESABI LTD","Georgia","Georgia","Target Group: Staff of the central office of the Ministry of Justice of Georgia in Tbilisi",370582,"Supplies",14,"M",2007
143335,"Politica Sectorial y Nuevo Modelo Regulatorio de Agua y Saneamiento",14020,"DFC SA","Spain","Bolivia","Entidades Governamentales y Instituciones Municipales de suministro de agua en Bolivia.",198846,"Services",151,"D",2007
140356,"Neighbourhood Programme Poland-Belarus-Ukraine INTERREG IIIA/Tacis CBC Technical Assistance
",91010,"WLADZA WDRAZAJACA PROGRAMY EUROPEJSKIE","Poland","Tacis Region","Belarusian and Ukrainian regions eligible for NPs: Minsk, Brest, Grodno, Volyn, Lviv, Zakarpatska. The Infopoint is open in Lviv.
The final beneficiaries of the project are the Ukrainian and Belarusian eligible area regional and local authorities, NGOs and other potential eligible Ukrainian and Belarusian applicants of the Poland-Belarus-Ukraine NP and ENPI CBC.
The intermediate beneficiaries of the project are the Belarusian members of the NP Poland-Belarus-Ukraine SC and MC and members of ENPI managing structures, whose participation in the these structures should be enhanced. 
",220000,"Services",18,"M",2007
145628,"Marché de fourniture de matériel et équipements informatiques pour le MJDH-Lot 2",15130,"BULL SAS","France","Tunisia","Tunis",909464,"Supplies",12,"M",2007
144173,"Audit of project ''Reform of the Official Statistics in Armenia, Azerbaijan and Georgia - Statistics 8''",,"ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","Tacis Region",,18680,"Services",180,"D",2007
142947,"Financial and Systems Audit of Project DDH/2003/075-556  Desarrollo de la capacidad de atencion descentralizada de la IPDH en direccion al fortalecimiento del Estado de Derecho en Guatemala",15162,"MOORE STEPHENS LLP","United Kingdom","Guatemala","Guatemala, todo el país.",30795,"Services",365,"D",2007
146131,"Expertise for the Review of the Technical Assistance for the Palestinian Authority Tax Administration Computer System ",15120,"ATOS ORIGIN BELGIUM SA","Belgium","West Bank and Gaza Strip","Palestinian Authority - West Bank / Gaza Strip (Ramallah)",72334,"Services",55,"D",2007
146659,"Fourniture de matériel informatique au profit des systèmes d'information en sécurité alimentaire",52010,"AFRICANET LTD","Burkina Faso","Burkina Faso","Ouagadougou, Burkina Faso. Livraison de matériels informatiques à la Direction Générale des Prévisions et Statisques Agricoles, sis face Hôtel Indépendance, Ministère en charge de l'Agriculture. ",53263,"Supplies",6,"M",2007
145721,"Réalisation d'un argumentaire sur la protection tarifaire du marché du sucre en Côte d'ivoire, dans l'espace UEMOA et dans la CEDEAO",,"BUREAU NATIONAL D'ETUDES TECHNIQUESET DE DEVELOPPEMENT BNETD","Ivory Coast","Ivory Coast","La base opérationnelle de l'étude est Abidjan, avec missions au Nigéria, au Burkina Faso et au Sénégal",44668,"Services",160,"D",2007
132795,"Visibility for the Al Meyyah Project",,"POHL CONSULTING & ASSOCIATES GMBH","Germany","Jordan","Location : Amman",59747,"Services",360,"D",2007
140086,"Audit des contrats de subventions financés sur les ATFs Bananes 2001+2002+2003",,"CAMEROUN AUDIT CONSEIL SA","Cameroon","Cameroon","Zone de production bananière - CAMEROUN",149900,"Services",25,"M",2007
140222,"EIDHR information sessions Serena hotel-Quetta",15162,"ISLAMABAD SERENA HOTEL-TOURISM PROMOTION SER PAK LTD","Pakistan","All Countries","Target Group: Civil Society groups of Balochistan located in Quetta and other parts of Balochistan Province in Pakistan. 
Location for information session: Quetta, Balochistan, Pakistan ",125.06,"Services",1,"D",2007
133621,"Misión de formulación POG y POA 1, Proyecto UE-Mercosur SPS",33130,"COWI BELGIUM SPRL","Belgium","Mercosur","Localización proyecto: Mercosur (Argentina, Brasil, Uruguay y Paraguay).  
Localización Contrato: Asistencia a la unidad de coordinación del proyecto (Secretaría Agricultura, Ganadería y Pesca) en Buenos Aires. ",47431.09,"Services",165,"D",2007
127454,"Evaluation of the STABEX 1994, 1995 & 1996/97 and SFA 1999, 2000 & 2001 Programmes",,"COWI BELGIUM SPRL","Belgium","Caribbean Region",,164886,"Services",60,"D",2007
142563,"ELE - Chief Observer for the EU Election Observation Mission for the Presidential and Parliamentary Elections in Guatemala 2007",15161,"KREISSL DORFLER","Germany","All Countries","Cambodia",15509.36,"Services",12,"M",2007
140284,"Support to the organizational and functional design of the new treasury",15120,"ECORYS NEDERLAND BV","Netherlands (The)","Uzbekistan ","Tashkent",199682,"Services",840,"D",2007
147850,"DUMMY CONTRACT to be able to link FWC to decision no. 18889 and actual contract 2007/136273 which cannot be linked to decision no. 18889 due to different domains",33120,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Asia","The project takes place in Vientiane (Laos PDR). It provides assistance to agencies/ministries of the central government which are dealing with import/export/transit of goods.",11716,"Services",83,"D",2007
147463,"Improvement of Qulbars, Shorab and Chashmai Garmak Canals, Takhar Province",31140,"OMULBLAD ENGINEERING GROUP PRIVATELIMITED COMPANY","Afghanistan","Afghanistan","Taloqan District - Takhar Province",494198.41,"Works",24,"M",2007
147318,"VNR on Non State Actors",,"TIPIK COMMUNICATION AGENCY SA","Belgium","All Countries","Brussels, Vietnam, Burkina Faso, Egypt, Brasil

Target : average European citizen",149873.91,"Services",8,"M",2007
145215,"Support to the Belarusian Independent Press ",22030,"KONRAD-ADENAUER-STIFTUNG EV","Germany","Belarus","Belarus, country-wide. Training sessions in Vilnius, Lithuania.",499390,"Services",24,"M",2007
139548,"Ex-post evaluation of Rural Maintenance Programme Phase III Stage III",52010,"HTSPE LTD","United Kingdom","Bangladesh","Rural Maintenance Programme (RMP), a labour intensive maintenance programme for several thousands kilometer of earthen road worked in 4150 unions (lowest level local government institute) of 61 Districts. 42,000 destitute women in rural Bangladesh benefitted from this programe.  The project completed on 30 June 2006.  The ex-post evaluation made sample survey in 100 unions of 12 districts and collected data from 1,000 women divided equally between RMP and control group inorder to assess the programme through the 5 evaluation criteria.",141810,"Services",332,"D",2007
146614,"ELE: Exploratory Mission regarding EU Observation Mission to Bhutan",15161,"ITALTREND SPA","Italy","Bhutan","BHUTAN",30866.11,"Services",16,"D",2007
137649,"VET II",11330,"DEUTSCHER VOLKSHOCHSCHUL-VERBAND EV","Germany","Tajikistan","Dushanbe",763130,"Services",24,"M",2007
115699,"Support to PCA Implementation in Ukraine",15140,"DMI SARL","France","Ukraine","Government of Ukraine including line ministries

Kyiv",1879800,"Services",28,"M",2007
122408,"Fournitures bureautiques",,"MAROC BUREAU SA","Morocco","Morocco","Rabat, Maroc",5677,"Supplies",2,"M",2007
140814,"Assistance à la mise en place de la traçabilité dans le secteur d'exportation fruitier de la Côte d'ivoire",,"IBF INTERNATIONAL CONSULTING SA","Belgium","Ivory Coast","L'étude est réalisée au quai fruitier d'Abidjan, ainsi que sur les sites des plantations  (stations de conditionnement) situées dans un rayon de 200 km autour de la Capitale.",96714.16,"Services",220,"D",2007
132810,"Grants and Procurement Support Expert: Support Programme for Social Housing",,"ECORYS NEDERLAND BV","Netherlands (The)","South Africa",,52059.44,"Services",62,"D",2007
136954,"Institution Building of the Maldivian Ministry of Environment, Energy and Water (MEEW) and the Ministry of Finance and Treasury (MOFT)",,"NIRAS RADGIVENDE INGENIORER OG PLANLAEGGERE AS","Denmark","Maldives",,170686,"Services",24,"M",2007
135955,"Ex-ante and Interim Evaluations of ¿Capacity Building of six disabled people¿s organisations in Sri Lanka¿",15150,"IBF INTERNATIONAL CONSULTING SA","Belgium","Sri Lanka","Sri Lanka - Colombo",30000,"Services",32,"D",2007
142321,"Final Evaluation of Phu Khieo Wildlife Sanctuary through Community Participation",41010,"NIRAS RADGIVENDE INGENIORER OG PLANLAEGGERE AS","Denmark","Thailand","Phu Khieo Wildlife Sanctuary in Chayaphum Province, Thailand and Bangkok, Thailand",37564.98,"Services",90,"D",2007
141872,"Supply ''Support to National Coordinating Unit in Kyrgyzstan"" - Lot 2 (furniture)",15110,"INTERA DISTRIBUTION COMPANY LLC","Kyrgyzstan","Kyrgyzstan","Bishkek, Kyrgyz Republic",14593,"Supplies",15,"M",2007
144180,"Elaboration d'une fiche de projet d'assistance technique et/ou de jumelage institutionnel en faveur de l'Office des Changes",,"INVESTISSEMENT DEVELOPPEMENT CONSEIL SA","France","Morocco","Maroc - Rabat - Office des Changes",70860,"Services",180,"D",2007
136208,"Final Evaluation of Institute for Educational Development Project",,"AGRICONSULTING EUROPE SA","Belgium","Pakistan","Main Professoinal Development Center and management is based in Karchi with Satelite presence in Chitral/NWFP and Gilgit in Norther Areas of Pakistan.  The Target Group is the in service Teachers of Public and Private Sector Schools and Provincial Institutes of Teacher Education.",56499.71,"Services",47,"D",2007
142027,"Mid Term Review of FOSHOL",52010,"ITALTREND SPA","Italy","Bangladesh","All Foshol target area.
Bangladesh - Districts: Kurigram, Satkhira, Khulna, Patuakhali, Noakhali, Sunamgonj, Rajshahi, Naogaon, Chapai, Nawabganj, Jamalpur, Rajbari, Faridpur, Madaripur, Shariatpur.",57370,"Services",148,"D",2007
141461,"Formulation Mission for the European Clean Energy Centre Project",23010,"COWI BELGIUM SPRL","Belgium","China","The mission took place in China and Europe to consult the stakeholders including the government, institutions and business groups and produce relevant documents for EU Clean Energy Center project.",120994.73,"Services",129,"D",2007
145811,"Study on Anti-money Laundering Ordinance 2007, Pakistan ",43010,"HOWELL","United Kingdom","Pakistan","Islamabd, Karachi, Pakistan",9750,"Services",4,"M",2007
141478,"Equipment Supply for the Interregional Trade Facilitation in KR- 
LOT 7",33120,"FLOATDENE INTERNATIONAL LTD","United Kingdom","Kyrgyzstan","Batken, Kyrgyz Republic",130076.04,"Supplies",24,"M",2007
147030,"Factsheets sur l'aide extérieure et farde",99820,"TIPIK COMMUNICATION AGENCY SA","Belgium","EU Europe ","EU (European citizens)",41838.6,"Services",360,"D",2007
147477,"ELE - Chief Observer for the EU Election Observation Mission (EAT Election Assessment Team) for elections in Pakistan foreseen for 08/01/2008",15161,"GAHLER","Germany","Pakistan","civil society all over Pakistan",16000,"Services",12,"M",2007
147904,"Bon de commande: commitment to cover printing costs of one publication prepared for AIDCO D1",,"IMPRIMERIES BIETLOT FRERES SA","Belgium","Asia","na",4572.41,"Services",6,"M",2007
147627,"Médiatisation du Festival Culturel Européen 9ème édition",16061,"COMET INFO SARL","Algeria","Algeria","Alger - Algérie",9638.09,"Services",10,"M",2007
144166,"Montage vidéo de l'évènement du 21 juillet",99820,"TIPIK COMMUNICATION AGENCY SA","Belgium","EU Europe ","EU (European citizens)",7552.5,"Services",30,"D",2007
140889,"Euro Mediterranean Conference on Research and Innovation in Textiles and Clothing - 6 & 7 September 2007",32163,"TEA-CEGOS CONSORTIUM","Belgium","Mediterranean Region","Location : Cairo.
Target Group : public and private representatives of EU Member States and South Mediterranean countries in the field of textile and clothing.",76600.84,"Services",15,"D",2007
144438,"Elaboration d'une fiche de projet d'assistance technique et/ou de jumelage institutionnel au bénéfice de la Direction de la Technologie",,"IBF INTERNATIONAL CONSULTING SA","Belgium","Morocco","Maroc - Rabat - Ministère de l¿Éducation Nationale, de l¿Enseignement Supérieur, de la Formation des Cadres et de la Recherche Scientifique ",63630,"Services",180,"D",2007
135864,"Paiement cachet troupe artistique '' Association Nord Ouest"" pour leurs prestations durant la Semaine de la Culture européenne.",,"NORD OUEST THEATRE ASSOCIATION","France","Mediterranean Region","Tunis - Tunisie",5000,"Services",3,"M",2007
142939,"ETUDE D'IMPACT ENVIRONNEMENTAL DU PROJET",,"AGRINTER SARL","Morocco","Morocco","L'étude d'impact environnemental est prévue sur un échantillonnage de sites à visiter, dans les  provinces suivantes : 
¿ Chefchaouen, Tétouan, Taza et Al Hoceima, en ce qui concerne le sous-programme 1
¿ Taounate, Taza, Nador et Al Hoceima, en ce qui concerne le sous-programme 2
¿ Oujda, en ce qui concerne le sous-programme 3.",60000,"Services",5,"M",2007
142700,"Management of Public Relations Activities for the Thailand-EC Co-operation Facility",22010,"ASIACONGRESS EVENTS CO LTD","Thailand","Thailand","Target group: Non-profit making organisations
Location: 3 provinces of Thailand (Bangkok, Cheingmai, and Khon Kaen) ",56000,"Services",24,"M",2007
143360,"Mid-term Evaluation of the Institutional Support Project in Viet Nam",15130,"HTSPE LTD","United Kingdom","Vietnam","Hanoi, Vietnam",80174,"Services",60,"D",2007
144870,"Assessment of the Environmental Conditions of Al-Khalifah Command Area at Wadi Siham-Hodeida",,"CITCS CONSULTING CENTER LLC","Yemen","Yemen","Yemen, Hodeida, Wadi Siham",4000,"Services",21,"D",2007
136131,"Provision of BPHS in six districts (Asad abad, Pech, Chapra Dara, bar Kunar, Dangam, Nari) of Kunar Province / Afghanistan",12220,"AIDE MEDICALE INTERNATIONALE FRANCE","France","Afghanistan","Province: Kunar, Afghanistan.
Districts: Asad abad, Pech, Chapra Dara, bar Kunar, Dangam, Nari.",160111,"Services",56,"D",2007
147563,"Improvement of Jurm (Fargimanch) and Khash (Dehpara) Canals, Badakhshan Province",31140,"SOHAIL ATAL CONSTRUCTION COMPANY LTD","Afghanistan","Afghanistan","Jurm & Khash Districts - Badakhshan Province",329428.87,"Works",20,"M",2007
130358,"Renforcement des compétences professionnelles des structures en charge de la coopération avec l'UE TUN/06.2006/2032",15140,"ECOLE NATIONALE D'ADMINISTRATION","France","Tunisia","Tunis, Europe",165000,"Services",28,"M",2007
